account,sale_month,gained_locations,lost_locations,net_location_change
WORTH,2024-08-01 00:00:00,1,0,1
FAYETTE,2024-08-01 00:00:00,3,2,1
FRANKLIN,2024-08-01 00:00:00,1,0,1
MONROE,2024-08-01 00:00:00,1,0,1
HUMBOLDT,2024-08-01 00:00:00,1,0,1
ALLAMAKEE,2024-08-01 00:00:00,2,1,1
LYON,2024-08-01 00:00:00,2,3,-1
CALHOUN,2024-08-01 00:00:00,0,1,-1
WRIGHT,2024-08-01 00:00:00,1,2,-1
STORY,2024-08-01 00:00:00,11,12,-1
VAN BUREN,2024-08-01 00:00:00,0,1,-1
CARROLL,2024-08-01 00:00:00,2,1,1
MILLS,2024-08-01 00:00:00,1,2,-1
JEFFERSON,2024-08-01 00:00:00,2,1,1
GUTHRIE,2024-08-01 00:00:00,1,2,-1
WAPELLO,2024-08-01 00:00:00,2,3,-1
POCAHONTAS,2024-08-01 00:00:00,1,2,-1
HARRISON,2024-08-01 00:00:00,2,3,-1
LEE,2024-08-01 00:00:00,3,4,-1
JASPER,2024-08-01 00:00:00,2,3,-1
PALO ALTO,2024-08-01 00:00:00,1,2,-1
MONTGOMERY,2024-08-01 00:00:00,1,0,1
CLAY,2024-08-01 00:00:00,1,0,1
BUCHANAN,2024-08-01 00:00:00,1,2,-1
LINN,2024-08-01 00:00:00,24,23,1
AUDUBON,2024-08-01 00:00:00,1,0,1
BENTON,2024-08-01 00:00:00,2,3,-1
WAYNE,2024-08-01 00:00:00,1,0,1
HOWARD,2024-08-01 00:00:00,0,1,-1
RINGGOLD,2024-08-01 00:00:00,1,0,1
DECATUR,2024-08-01 00:00:00,1,0,1
DALLAS,2024-08-01 00:00:00,7,8,-1
WASHINGTON,2024-08-01 00:00:00,2,3,-1
TAMA,2024-08-01 00:00:00,3,2,1
SAC,2024-08-01 00:00:00,3,2,1
KOSSUTH,2024-08-01 00:00:00,1,2,-1
TAYLOR,2024-08-01 00:00:00,1,0,1
BOONE,2024-08-01 00:00:00,2,2,0
UNION,2024-08-01 00:00:00,1,1,0
GRUNDY,2024-08-01 00:00:00,0,0,0
ADAMS,2024-08-01 00:00:00,0,0,0
FREMONT,2024-08-01 00:00:00,1,1,0
CHEROKEE,2024-08-01 00:00:00,1,1,0
CHICKASAW,2024-08-01 00:00:00,0,0,0
OSCEOLA,2024-08-01 00:00:00,0,0,0
SIOUX,2024-08-01 00:00:00,4,4,0
WOODBURY,2024-07-01 00:00:00,18,7,11
SCOTT,2024-07-01 00:00:00,19,10,9
LINN,2024-07-01 00:00:00,27,21,6
POLK,2024-07-01 00:00:00,43,49,-6
FLOYD,2024-07-01 00:00:00,6,1,5
HENRY,2024-07-01 00:00:00,7,2,5
POTTAWATTAMIE,2024-07-01 00:00:00,13,8,5
JOHNSON,2024-07-01 00:00:00,17,12,5
BREMER,2024-07-01 00:00:00,7,2,5
POWESHIEK,2024-07-01 00:00:00,5,1,4
MONONA,2024-07-01 00:00:00,4,0,4
PLYMOUTH,2024-07-01 00:00:00,4,0,4
JASPER,2024-07-01 00:00:00,2,6,-4
MONTGOMERY,2024-07-01 00:00:00,0,4,-4
DALLAS,2024-07-01 00:00:00,9,5,4
FRANKLIN,2024-07-01 00:00:00,0,3,-3
CERRO GORDO,2024-07-01 00:00:00,2,5,-3
BOONE,2024-07-01 00:00:00,2,5,-3
DELAWARE,2024-07-01 00:00:00,3,0,3
WAPELLO,2024-07-01 00:00:00,3,0,3
BUCHANAN,2024-07-01 00:00:00,1,4,-3
GREENE,2024-07-01 00:00:00,3,0,3
DECATUR,2024-07-01 00:00:00,0,3,-3
CASS,2024-07-01 00:00:00,3,0,3
JACKSON,2024-07-01 00:00:00,1,3,-2
O'BRIEN,2024-07-01 00:00:00,2,4,-2
CLARKE,2024-07-01 00:00:00,3,1,2
DUBUQUE,2024-07-01 00:00:00,6,8,-2
WRIGHT,2024-07-01 00:00:00,2,4,-2
PAGE,2024-07-01 00:00:00,1,3,-2
IOWA,2024-07-01 00:00:00,4,2,2
LYON,2024-07-01 00:00:00,2,0,2
CLAYTON,2024-07-01 00:00:00,5,3,2
STORY,2024-07-01 00:00:00,9,11,-2
CRAWFORD,2024-07-01 00:00:00,0,2,-2
EMMET,2024-07-01 00:00:00,0,2,-2
SHELBY,2024-07-01 00:00:00,0,2,-2
JONES,2024-07-01 00:00:00,0,2,-2
APPANOOSE,2024-07-01 00:00:00,2,0,2
HOWARD,2024-07-01 00:00:00,1,3,-2
MARSHALL,2024-07-01 00:00:00,4,6,-2
IDA,2024-07-01 00:00:00,2,0,2
WASHINGTON,2024-07-01 00:00:00,4,2,2
SIOUX,2024-07-01 00:00:00,4,2,2
BLACK HAWK,2024-07-01 00:00:00,12,14,-2
SAC,2024-07-01 00:00:00,3,1,2
TAYLOR,2024-07-01 00:00:00,0,2,-2
FAYETTE,2024-07-01 00:00:00,2,3,-1
WORTH,2024-07-01 00:00:00,0,1,-1
ALLAMAKEE,2024-07-01 00:00:00,2,1,1
MUSCATINE,2024-07-01 00:00:00,5,6,-1
HUMBOLDT,2024-07-01 00:00:00,1,0,1
CALHOUN,2024-07-01 00:00:00,1,0,1
LOUISA,2024-07-01 00:00:00,0,1,-1
MITCHELL,2024-07-01 00:00:00,0,1,-1
WINNEBAGO,2024-07-01 00:00:00,0,1,-1
VAN BUREN,2024-07-01 00:00:00,1,0,1
MARION,2024-07-01 00:00:00,4,5,-1
JEFFERSON,2024-07-01 00:00:00,1,2,-1
LUCAS,2024-07-01 00:00:00,0,1,-1
GRUNDY,2024-07-01 00:00:00,1,0,1
CARROLL,2024-07-01 00:00:00,1,2,-1
MILLS,2024-07-01 00:00:00,1,2,-1
ADAMS,2024-07-01 00:00:00,0,1,-1
LEE,2024-07-01 00:00:00,4,3,1
PALO ALTO,2024-07-01 00:00:00,3,2,1
DICKINSON,2024-07-01 00:00:00,3,2,1
KEOKUK,2024-07-01 00:00:00,0,1,-1
CHICKASAW,2024-07-01 00:00:00,1,0,1
CLAY,2024-07-01 00:00:00,1,2,-1
AUDUBON,2024-07-01 00:00:00,1,2,-1
WAYNE,2024-07-01 00:00:00,0,1,-1
BUTLER,2024-07-01 00:00:00,1,0,1
HARDIN,2024-07-01 00:00:00,1,2,-1
HANCOCK,2024-07-01 00:00:00,0,1,-1
HAMILTON,2024-07-01 00:00:00,1,2,-1
TAMA,2024-07-01 00:00:00,3,4,-1
BUENA VISTA,2024-07-01 00:00:00,1,0,1
CLINTON,2024-07-01 00:00:00,3,4,-1
WEBSTER,2024-07-01 00:00:00,4,3,1
CEDAR,2024-07-01 00:00:00,1,1,0
WARREN,2024-07-01 00:00:00,5,5,0
WINNESHIEK,2024-07-01 00:00:00,1,1,0
MADISON,2024-07-01 00:00:00,2,2,0
ADAIR,2024-07-01 00:00:00,0,0,0
UNION,2024-07-01 00:00:00,1,1,0
GUTHRIE,2024-07-01 00:00:00,2,2,0
HARRISON,2024-07-01 00:00:00,2,2,0
POCAHONTAS,2024-07-01 00:00:00,1,1,0
DES MOINES,2024-07-01 00:00:00,6,6,0
MAHASKA,2024-07-01 00:00:00,3,3,0
BENTON,2024-07-01 00:00:00,4,4,0
FREMONT,2024-07-01 00:00:00,1,1,0
CHEROKEE,2024-07-01 00:00:00,1,1,0
OSCEOLA,2024-07-01 00:00:00,0,0,0
KOSSUTH,2024-07-01 00:00:00,1,1,0
BUCHANAN,2024-06-01 00:00:00,6,0,6
BLACK HAWK,2024-06-01 00:00:00,19,13,6
STORY,2024-06-01 00:00:00,12,7,5
WOODBURY,2024-06-01 00:00:00,7,12,-5
LINN,2024-06-01 00:00:00,20,25,-5
O'BRIEN,2024-06-01 00:00:00,5,0,5
WARREN,2024-06-01 00:00:00,7,2,5
BOONE,2024-06-01 00:00:00,6,1,5
JACKSON,2024-06-01 00:00:00,4,0,4
CLINTON,2024-06-01 00:00:00,6,2,4
DALLAS,2024-06-01 00:00:00,6,10,-4
HOWARD,2024-06-01 00:00:00,4,0,4
MONTGOMERY,2024-06-01 00:00:00,4,0,4
JONES,2024-06-01 00:00:00,4,0,4
JASPER,2024-06-01 00:00:00,6,2,4
DES MOINES,2024-06-01 00:00:00,8,4,4
SCOTT,2024-06-01 00:00:00,13,17,-4
POTTAWATTAMIE,2024-06-01 00:00:00,5,9,-4
CHEROKEE,2024-06-01 00:00:00,0,3,-3
CLAY,2024-06-01 00:00:00,1,4,-3
DUBUQUE,2024-06-01 00:00:00,8,11,-3
WAPELLO,2024-06-01 00:00:00,1,4,-3
UNION,2024-06-01 00:00:00,0,3,-3
HENRY,2024-06-01 00:00:00,2,4,-2
CRAWFORD,2024-06-01 00:00:00,0,2,-2
APPANOOSE,2024-06-01 00:00:00,0,2,-2
BENTON,2024-06-01 00:00:00,4,2,2
AUDUBON,2024-06-01 00:00:00,2,0,2
CEDAR,2024-06-01 00:00:00,1,3,-2
FRANKLIN,2024-06-01 00:00:00,3,1,2
CLARKE,2024-06-01 00:00:00,0,2,-2
BUENA VISTA,2024-06-01 00:00:00,1,3,-2
HAMILTON,2024-06-01 00:00:00,3,1,2
TAYLOR,2024-06-01 00:00:00,2,0,2
MARSHALL,2024-06-01 00:00:00,6,4,2
GREENE,2024-06-01 00:00:00,2,0,2
ALLAMAKEE,2024-06-01 00:00:00,2,4,-2
CLAYTON,2024-06-01 00:00:00,1,3,-2
PLYMOUTH,2024-06-01 00:00:00,0,2,-2
JOHNSON,2024-06-01 00:00:00,15,13,2
POCAHONTAS,2024-06-01 00:00:00,2,0,2
SHELBY,2024-06-01 00:00:00,2,0,2
JEFFERSON,2024-06-01 00:00:00,2,0,2
WINNEBAGO,2024-06-01 00:00:00,1,2,-1
LOUISA,2024-06-01 00:00:00,1,2,-1
VAN BUREN,2024-06-01 00:00:00,0,1,-1
CHICKASAW,2024-06-01 00:00:00,0,1,-1
KEOKUK,2024-06-01 00:00:00,0,1,-1
FREMONT,2024-06-01 00:00:00,2,1,1
MAHASKA,2024-06-01 00:00:00,3,2,1
OSCEOLA,2024-06-01 00:00:00,1,0,1
FLOYD,2024-06-01 00:00:00,1,0,1
WORTH,2024-06-01 00:00:00,1,0,1
KOSSUTH,2024-06-01 00:00:00,0,1,-1
POLK,2024-06-01 00:00:00,47,48,-1
TAMA,2024-06-01 00:00:00,3,2,1
BREMER,2024-06-01 00:00:00,1,2,-1
WEBSTER,2024-06-01 00:00:00,4,3,1
SAC,2024-06-01 00:00:00,2,3,-1
DECATUR,2024-06-01 00:00:00,1,0,1
BUTLER,2024-06-01 00:00:00,0,1,-1
HARDIN,2024-06-01 00:00:00,2,3,-1
MONONA,2024-06-01 00:00:00,0,1,-1
CALHOUN,2024-06-01 00:00:00,0,1,-1
IOWA,2024-06-01 00:00:00,4,5,-1
POWESHIEK,2024-06-01 00:00:00,3,2,1
MADISON,2024-06-01 00:00:00,2,1,1
HUMBOLDT,2024-06-01 00:00:00,1,2,-1
WINNESHIEK,2024-06-01 00:00:00,1,2,-1
MUSCATINE,2024-06-01 00:00:00,5,6,-1
WRIGHT,2024-06-01 00:00:00,2,1,1
HARRISON,2024-06-01 00:00:00,3,2,1
PALO ALTO,2024-06-01 00:00:00,2,1,1
ADAMS,2024-06-01 00:00:00,1,0,1
DELAWARE,2024-06-01 00:00:00,1,0,1
CERRO GORDO,2024-06-01 00:00:00,5,4,1
MILLS,2024-06-01 00:00:00,2,1,1
GUTHRIE,2024-06-01 00:00:00,2,1,1
EMMET,2024-06-01 00:00:00,1,2,-1
ADAIR,2024-06-01 00:00:00,1,2,-1
GRUNDY,2024-06-01 00:00:00,0,1,-1
MITCHELL,2024-06-01 00:00:00,1,1,0
FAYETTE,2024-06-01 00:00:00,3,3,0
WASHINGTON,2024-06-01 00:00:00,4,4,0
SIOUX,2024-06-01 00:00:00,1,1,0
CASS,2024-06-01 00:00:00,1,1,0
IDA,2024-06-01 00:00:00,0,0,0
WAYNE,2024-06-01 00:00:00,1,1,0
HANCOCK,2024-06-01 00:00:00,1,1,0
LYON,2024-06-01 00:00:00,1,1,0
PAGE,2024-06-01 00:00:00,3,3,0
DICKINSON,2024-06-01 00:00:00,3,3,0
LEE,2024-06-01 00:00:00,5,5,0
MARION,2024-06-01 00:00:00,3,3,0
LUCAS,2024-06-01 00:00:00,1,1,0
CARROLL,2024-06-01 00:00:00,1,1,0
SCOTT,2024-05-01 00:00:00,8,23,-15
JOHNSON,2024-05-01 00:00:00,11,20,-9
LINN,2024-05-01 00:00:00,27,18,9
DES MOINES,2024-05-01 00:00:00,1,8,-7
BLACK HAWK,2024-05-01 00:00:00,8,15,-7
DELAWARE,2024-05-01 00:00:00,0,5,-5
BUCHANAN,2024-05-01 00:00:00,0,5,-5
BENTON,2024-05-01 00:00:00,1,6,-5
STORY,2024-05-01 00:00:00,8,12,-4
DICKINSON,2024-05-01 00:00:00,5,1,4
CLAY,2024-05-01 00:00:00,4,0,4
WASHINGTON,2024-05-01 00:00:00,5,1,4
FLOYD,2024-05-01 00:00:00,0,3,-3
POWESHIEK,2024-05-01 00:00:00,3,6,-3
PLYMOUTH,2024-05-01 00:00:00,1,4,-3
CRAWFORD,2024-05-01 00:00:00,4,1,3
WINNEBAGO,2024-05-01 00:00:00,3,0,3
UNION,2024-05-01 00:00:00,3,0,3
POTTAWATTAMIE,2024-05-01 00:00:00,9,6,3
HOWARD,2024-05-01 00:00:00,0,3,-3
SIOUX,2024-05-01 00:00:00,3,6,-3
CASS,2024-05-01 00:00:00,1,4,-3
WARREN,2024-05-01 00:00:00,2,4,-2
O'BRIEN,2024-05-01 00:00:00,0,2,-2
CLARKE,2024-05-01 00:00:00,2,0,2
WOODBURY,2024-05-01 00:00:00,7,5,2
GUTHRIE,2024-05-01 00:00:00,2,0,2
MARION,2024-05-01 00:00:00,3,1,2
BOONE,2024-05-01 00:00:00,0,2,-2
LUCAS,2024-05-01 00:00:00,2,0,2
CERRO GORDO,2024-05-01 00:00:00,4,2,2
WAPELLO,2024-05-01 00:00:00,4,2,2
CHEROKEE,2024-05-01 00:00:00,3,1,2
MAHASKA,2024-05-01 00:00:00,3,1,2
APPANOOSE,2024-05-01 00:00:00,3,1,2
KEOKUK,2024-05-01 00:00:00,2,0,2
GREENE,2024-05-01 00:00:00,0,2,-2
DECATUR,2024-05-01 00:00:00,2,0,2
BUTLER,2024-05-01 00:00:00,0,2,-2
CLINTON,2024-05-01 00:00:00,4,2,2
HAMILTON,2024-05-01 00:00:00,1,3,-2
CEDAR,2024-05-01 00:00:00,2,3,-1
MONROE,2024-05-01 00:00:00,0,1,-1
FAYETTE,2024-05-01 00:00:00,4,3,1
JACKSON,2024-05-01 00:00:00,0,1,-1
WRIGHT,2024-05-01 00:00:00,2,1,1
DUBUQUE,2024-05-01 00:00:00,11,10,1
MUSCATINE,2024-05-01 00:00:00,2,3,-1
CALHOUN,2024-05-01 00:00:00,0,1,-1
IOWA,2024-05-01 00:00:00,2,3,-1
MONONA,2024-05-01 00:00:00,1,2,-1
LYON,2024-05-01 00:00:00,1,0,1
CLAYTON,2024-05-01 00:00:00,3,2,1
ALLAMAKEE,2024-05-01 00:00:00,2,1,1
WINNESHIEK,2024-05-01 00:00:00,3,2,1
MADISON,2024-05-01 00:00:00,1,2,-1
PAGE,2024-05-01 00:00:00,3,2,1
HENRY,2024-05-01 00:00:00,3,2,1
LOUISA,2024-05-01 00:00:00,1,0,1
MITCHELL,2024-05-01 00:00:00,1,0,1
CARROLL,2024-05-01 00:00:00,1,2,-1
GRUNDY,2024-05-01 00:00:00,1,0,1
MILLS,2024-05-01 00:00:00,1,2,-1
EMMET,2024-05-01 00:00:00,2,1,1
POCAHONTAS,2024-05-01 00:00:00,0,1,-1
JONES,2024-05-01 00:00:00,0,1,-1
HARRISON,2024-05-01 00:00:00,1,2,-1
ADAMS,2024-05-01 00:00:00,1,0,1
JASPER,2024-05-01 00:00:00,3,4,-1
MONTGOMERY,2024-05-01 00:00:00,1,0,1
LEE,2024-05-01 00:00:00,3,4,-1
OSCEOLA,2024-05-01 00:00:00,0,1,-1
CHICKASAW,2024-05-01 00:00:00,1,0,1
FREMONT,2024-05-01 00:00:00,1,2,-1
MARSHALL,2024-05-01 00:00:00,2,1,1
WAYNE,2024-05-01 00:00:00,1,2,-1
DALLAS,2024-05-01 00:00:00,8,7,1
POLK,2024-05-01 00:00:00,51,50,1
SAC,2024-05-01 00:00:00,2,1,1
WEBSTER,2024-05-01 00:00:00,3,4,-1
BREMER,2024-05-01 00:00:00,2,3,-1
FRANKLIN,2024-05-01 00:00:00,1,1,0
HUMBOLDT,2024-05-01 00:00:00,1,1,0
VAN BUREN,2024-05-01 00:00:00,1,1,0
JEFFERSON,2024-05-01 00:00:00,1,1,0
ADAIR,2024-05-01 00:00:00,1,1,0
SHELBY,2024-05-01 00:00:00,0,0,0
PALO ALTO,2024-05-01 00:00:00,2,2,0
HARDIN,2024-05-01 00:00:00,2,2,0
HANCOCK,2024-05-01 00:00:00,0,0,0
IDA,2024-05-01 00:00:00,1,1,0
TAMA,2024-05-01 00:00:00,3,3,0
BUENA VISTA,2024-05-01 00:00:00,3,3,0
KOSSUTH,2024-05-01 00:00:00,2,2,0
SCOTT,2024-04-01 00:00:00,23,8,15
JOHNSON,2024-04-01 00:00:00,17,9,8
STORY,2024-04-01 00:00:00,13,7,6
DES MOINES,2024-04-01 00:00:00,8,2,6
BLACK HAWK,2024-04-01 00:00:00,18,12,6
DICKINSON,2024-04-01 00:00:00,1,6,-5
CASS,2024-04-01 00:00:00,5,0,5
POWESHIEK,2024-04-01 00:00:00,5,1,4
IOWA,2024-04-01 00:00:00,6,2,4
LYON,2024-04-01 00:00:00,0,4,-4
JASPER,2024-04-01 00:00:00,7,3,4
BENTON,2024-04-01 00:00:00,6,2,4
PAGE,2024-04-01 00:00:00,3,0,3
JEFFERSON,2024-04-01 00:00:00,1,4,-3
MONTGOMERY,2024-04-01 00:00:00,0,3,-3
LEE,2024-04-01 00:00:00,5,2,3
MAHASKA,2024-04-01 00:00:00,1,4,-3
BUCHANAN,2024-04-01 00:00:00,4,1,3
CLINTON,2024-04-01 00:00:00,3,6,-3
POLK,2024-04-01 00:00:00,46,49,-3
O'BRIEN,2024-04-01 00:00:00,2,0,2
FLOYD,2024-04-01 00:00:00,3,1,2
FAYETTE,2024-04-01 00:00:00,4,2,2
WARREN,2024-04-01 00:00:00,6,4,2
CEDAR,2024-04-01 00:00:00,4,2,2
DUBUQUE,2024-04-01 00:00:00,9,7,2
PLYMOUTH,2024-04-01 00:00:00,4,2,2
MUSCATINE,2024-04-01 00:00:00,4,2,2
HUMBOLDT,2024-04-01 00:00:00,2,0,2
MADISON,2024-04-01 00:00:00,2,0,2
WOODBURY,2024-04-01 00:00:00,7,5,2
CRAWFORD,2024-04-01 00:00:00,1,3,-2
CARROLL,2024-04-01 00:00:00,2,0,2
ADAIR,2024-04-01 00:00:00,0,2,-2
UNION,2024-04-01 00:00:00,2,4,-2
HARRISON,2024-04-01 00:00:00,3,1,2
DELAWARE,2024-04-01 00:00:00,2,0,2
AUDUBON,2024-04-01 00:00:00,0,2,-2
CHEROKEE,2024-04-01 00:00:00,3,1,2
LINN,2024-04-01 00:00:00,20,18,2
DECATUR,2024-04-01 00:00:00,0,2,-2
HANCOCK,2024-04-01 00:00:00,0,2,-2
DALLAS,2024-04-01 00:00:00,7,9,-2
BUENA VISTA,2024-04-01 00:00:00,1,3,-2
SAC,2024-04-01 00:00:00,2,0,2
WORTH,2024-04-01 00:00:00,0,1,-1
MONROE,2024-04-01 00:00:00,0,1,-1
JACKSON,2024-04-01 00:00:00,1,0,1
WRIGHT,2024-04-01 00:00:00,2,3,-1
ALLAMAKEE,2024-04-01 00:00:00,1,0,1
MONONA,2024-04-01 00:00:00,2,1,1
CLAYTON,2024-04-01 00:00:00,3,2,1
MITCHELL,2024-04-01 00:00:00,0,1,-1
WINNEBAGO,2024-04-01 00:00:00,0,1,-1
VAN BUREN,2024-04-01 00:00:00,1,2,-1
HENRY,2024-04-01 00:00:00,1,2,-1
GUTHRIE,2024-04-01 00:00:00,0,1,-1
GRUNDY,2024-04-01 00:00:00,0,1,-1
LUCAS,2024-04-01 00:00:00,0,1,-1
MILLS,2024-04-01 00:00:00,2,1,1
EMMET,2024-04-01 00:00:00,2,1,1
POTTAWATTAMIE,2024-04-01 00:00:00,12,11,1
MARION,2024-04-01 00:00:00,3,2,1
WAPELLO,2024-04-01 00:00:00,4,3,1
JONES,2024-04-01 00:00:00,1,2,-1
HOWARD,2024-04-01 00:00:00,1,2,-1
IDA,2024-04-01 00:00:00,1,2,-1
WAYNE,2024-04-01 00:00:00,1,0,1
MARSHALL,2024-04-01 00:00:00,5,4,1
KOSSUTH,2024-04-01 00:00:00,2,1,1
SIOUX,2024-04-01 00:00:00,5,4,1
WASHINGTON,2024-04-01 00:00:00,1,2,-1
BREMER,2024-04-01 00:00:00,3,2,1
TAMA,2024-04-01 00:00:00,3,2,1
HAMILTON,2024-04-01 00:00:00,2,1,1
CLARKE,2024-04-01 00:00:00,1,1,0
FRANKLIN,2024-04-01 00:00:00,0,0,0
WINNESHIEK,2024-04-01 00:00:00,2,2,0
CALHOUN,2024-04-01 00:00:00,1,1,0
LOUISA,2024-04-01 00:00:00,1,1,0
CERRO GORDO,2024-04-01 00:00:00,3,3,0
BOONE,2024-04-01 00:00:00,4,4,0
POCAHONTAS,2024-04-01 00:00:00,1,1,0
SHELBY,2024-04-01 00:00:00,0,0,0
PALO ALTO,2024-04-01 00:00:00,0,0,0
OSCEOLA,2024-04-01 00:00:00,0,0,0
FREMONT,2024-04-01 00:00:00,1,1,0
APPANOOSE,2024-04-01 00:00:00,1,1,0
CLAY,2024-04-01 00:00:00,0,0,0
BUTLER,2024-04-01 00:00:00,2,2,0
GREENE,2024-04-01 00:00:00,1,1,0
HARDIN,2024-04-01 00:00:00,2,2,0
WEBSTER,2024-04-01 00:00:00,3,3,0
STORY,2024-03-01 00:00:00,4,13,-9
DALLAS,2024-03-01 00:00:00,10,3,7
CLINTON,2024-03-01 00:00:00,2,8,-6
LINN,2024-03-01 00:00:00,18,23,-5
SCOTT,2024-03-01 00:00:00,13,18,-5
BOONE,2024-03-01 00:00:00,1,6,-5
DICKINSON,2024-03-01 00:00:00,5,1,4
ADAIR,2024-03-01 00:00:00,4,0,4
POLK,2024-03-01 00:00:00,49,53,-4
CASS,2024-03-01 00:00:00,0,4,-4
MARSHALL,2024-03-01 00:00:00,2,6,-4
HUMBOLDT,2024-03-01 00:00:00,0,3,-3
DUBUQUE,2024-03-01 00:00:00,10,7,3
LYON,2024-03-01 00:00:00,4,1,3
WARREN,2024-03-01 00:00:00,5,8,-3
O'BRIEN,2024-03-01 00:00:00,0,3,-3
BUCHANAN,2024-03-01 00:00:00,1,4,-3
WAPELLO,2024-03-01 00:00:00,1,4,-3
MARION,2024-03-01 00:00:00,2,5,-3
GUTHRIE,2024-03-01 00:00:00,0,3,-3
WOODBURY,2024-03-01 00:00:00,8,11,-3
SAC,2024-03-01 00:00:00,0,3,-3
WEBSTER,2024-03-01 00:00:00,1,4,-3
BLACK HAWK,2024-03-01 00:00:00,10,13,-3
WASHINGTON,2024-03-01 00:00:00,1,4,-3
HOWARD,2024-03-01 00:00:00,3,0,3
POWESHIEK,2024-03-01 00:00:00,4,2,2
FRANKLIN,2024-03-01 00:00:00,1,3,-2
AUDUBON,2024-03-01 00:00:00,2,0,2
CHICKASAW,2024-03-01 00:00:00,0,2,-2
SHELBY,2024-03-01 00:00:00,0,2,-2
JOHNSON,2024-03-01 00:00:00,17,15,2
PALO ALTO,2024-03-01 00:00:00,1,3,-2
POTTAWATTAMIE,2024-03-01 00:00:00,10,12,-2
CARROLL,2024-03-01 00:00:00,0,2,-2
VAN BUREN,2024-03-01 00:00:00,2,0,2
BUENA VISTA,2024-03-01 00:00:00,2,0,2
GREENE,2024-03-01 00:00:00,1,3,-2
HANCOCK,2024-03-01 00:00:00,3,1,2
MONONA,2024-03-01 00:00:00,1,0,1
CALHOUN,2024-03-01 00:00:00,1,0,1
PAGE,2024-03-01 00:00:00,0,1,-1
PLYMOUTH,2024-03-01 00:00:00,2,3,-1
MONROE,2024-03-01 00:00:00,1,0,1
JACKSON,2024-03-01 00:00:00,0,1,-1
FLOYD,2024-03-01 00:00:00,1,2,-1
WORTH,2024-03-01 00:00:00,0,1,-1
CEDAR,2024-03-01 00:00:00,2,3,-1
BENTON,2024-03-01 00:00:00,2,3,-1
KEOKUK,2024-03-01 00:00:00,0,1,-1
OSCEOLA,2024-03-01 00:00:00,1,0,1
ADAMS,2024-03-01 00:00:00,0,1,-1
LEE,2024-03-01 00:00:00,2,1,1
DES MOINES,2024-03-01 00:00:00,7,6,1
JONES,2024-03-01 00:00:00,3,2,1
JASPER,2024-03-01 00:00:00,3,4,-1
DELAWARE,2024-03-01 00:00:00,2,1,1
HARRISON,2024-03-01 00:00:00,0,1,-1
CERRO GORDO,2024-03-01 00:00:00,5,4,1
GRUNDY,2024-03-01 00:00:00,0,1,-1
JEFFERSON,2024-03-01 00:00:00,2,1,1
UNION,2024-03-01 00:00:00,3,2,1
HENRY,2024-03-01 00:00:00,3,2,1
CRAWFORD,2024-03-01 00:00:00,2,1,1
LOUISA,2024-03-01 00:00:00,1,0,1
BREMER,2024-03-01 00:00:00,2,3,-1
SIOUX,2024-03-01 00:00:00,3,4,-1
TAMA,2024-03-01 00:00:00,2,1,1
KOSSUTH,2024-03-01 00:00:00,1,2,-1
HARDIN,2024-03-01 00:00:00,3,2,1
IDA,2024-03-01 00:00:00,1,0,1
BUTLER,2024-03-01 00:00:00,3,2,1
MADISON,2024-03-01 00:00:00,1,1,0
MUSCATINE,2024-03-01 00:00:00,6,6,0
ALLAMAKEE,2024-03-01 00:00:00,1,1,0
WINNESHIEK,2024-03-01 00:00:00,2,2,0
IOWA,2024-03-01 00:00:00,2,2,0
WRIGHT,2024-03-01 00:00:00,2,2,0
CLAYTON,2024-03-01 00:00:00,1,1,0
FAYETTE,2024-03-01 00:00:00,3,3,0
CLARKE,2024-03-01 00:00:00,2,2,0
APPANOOSE,2024-03-01 00:00:00,1,1,0
MAHASKA,2024-03-01 00:00:00,2,2,0
CHEROKEE,2024-03-01 00:00:00,1,1,0
FREMONT,2024-03-01 00:00:00,0,0,0
CLAY,2024-03-01 00:00:00,0,0,0
MONTGOMERY,2024-03-01 00:00:00,2,2,0
POCAHONTAS,2024-03-01 00:00:00,1,1,0
EMMET,2024-03-01 00:00:00,1,1,0
LUCAS,2024-03-01 00:00:00,1,1,0
MILLS,2024-03-01 00:00:00,1,1,0
WINNEBAGO,2024-03-01 00:00:00,1,1,0
MITCHELL,2024-03-01 00:00:00,1,1,0
HAMILTON,2024-03-01 00:00:00,2,2,0
WAYNE,2024-03-01 00:00:00,1,1,0
DECATUR,2024-03-01 00:00:00,2,2,0
SCOTT,2024-02-01 00:00:00,17,6,11
STORY,2024-02-01 00:00:00,12,4,8
JOHNSON,2024-02-01 00:00:00,12,19,-7
WAPELLO,2024-02-01 00:00:00,7,1,6
POLK,2024-02-01 00:00:00,55,50,5
CERRO GORDO,2024-02-01 00:00:00,3,8,-5
LINN,2024-02-01 00:00:00,26,22,4
DALLAS,2024-02-01 00:00:00,7,11,-4
LEE,2024-02-01 00:00:00,1,5,-4
BOONE,2024-02-01 00:00:00,5,1,4
FRANKLIN,2024-02-01 00:00:00,3,0,3
CEDAR,2024-02-01 00:00:00,3,0,3
MARSHALL,2024-02-01 00:00:00,5,2,3
IOWA,2024-02-01 00:00:00,1,4,-3
POWESHIEK,2024-02-01 00:00:00,2,5,-3
PAGE,2024-02-01 00:00:00,1,4,-3
PALO ALTO,2024-02-01 00:00:00,4,1,3
