account,sale_month,driver_type,driver_key,delta_volume,driver_bucket
SIOUX,2024-12-01,store,QUICK CORNER / HAWARDEN,-0.75,top_driver
SIOUX,2024-12-01,store,"BREW OIL #11 / BOYDEN",-0.7,top_driver
SIOUX,2024-12-01,store,"FAREWAY STORES #912 / SIOUX CENTER",0.15000000000000002,top_driver
SIOUX,2024-12-01,store,"CASEY'S GENERAL STORE #1166 / HULL",-0.050000000000000044,top_driver
SIOUX,2024-12-01,store,DUTCHMART FOODS / ORANGE CITY,0.0,top_driver
STORY,2024-12-01,category,BOTTLED IN BOND BOURBON,-22.5,top_detractor
STORY,2024-12-01,category,CANADIAN WHISKIES,-6.85,top_detractor
STORY,2024-12-01,category,100% AGAVE TEQUILA,-0.8500000000000001,top_detractor
STORY,2024-12-01,category,AMERICAN VODKAS,161.45999999999998,top_driver
STORY,2024-12-01,category,AMERICAN DISTILLED SPIRITS SPECIALTY,26.2,top_driver
STORY,2024-12-01,category,STRAIGHT BOURBON WHISKIES,2.7,top_driver
STORY,2024-12-01,category,WHISKEY LIQUEUR,1.45,top_driver
STORY,2024-12-01,category,CREAM LIQUEURS,0.85,top_driver
STORY,2024-12-01,category,MIXTO TEQUILA,0.65,top_driver
STORY,2024-12-01,category,IMPORTED SCHNAPPS,-0.09999999999999999,top_driver
STORY,2024-12-01,category,STRAIGHT RYE WHISKIES,0.050000000000000044,top_driver
STORY,2024-12-01,category,IMPORTED DISTILLED SPIRITS SPECIALTY,0.0,top_driver
STORY,2024-12-01,category,AMERICAN FLAVORED VODKA,0.0,top_driver
STORY,2024-12-01,item,CALIBER VODKA,-10.5,top_detractor
STORY,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO,-1.25,top_detractor
STORY,2024-12-01,item,BAILEYS ORIGINAL IRISH CREAM MINI,-0.85,top_detractor
STORY,2024-12-01,item,BLACK VELVET MINI,-0.35000000000000003,top_detractor
STORY,2024-12-01,item,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,-0.09999999999999999,top_detractor
STORY,2024-12-01,item,NEW AMSTERDAM PEACH,-0.050000000000000044,top_detractor
STORY,2024-12-01,item,CROWN ROYAL MINI,-0.04999999999999999,top_detractor
STORY,2024-12-01,item,HAWKEYE VODKA,4.38,top_driver
STORY,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,1.2,top_driver
STORY,2024-12-01,item,JIM BEAM,1.2,top_driver
STORY,2024-12-01,item,HAWKEYE VODKA MINI,0.6,top_driver
STORY,2024-12-01,item,FIREBALL CINNAMON WHISKEY PARTY BUCKET,0.05,top_driver
STORY,2024-12-01,item,SMIRNOFF 80PRF MINI,-2.7755575615628914e-17,top_driver
STORY,2024-12-01,item,EVAN WILLIAMS BOTTLED IN BOND,0.0,top_driver
STORY,2024-12-01,item,WIDOW JANE 10YR BOURBON WHISKEY,0.0,top_driver
STORY,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,0.0,top_driver
STORY,2024-12-01,item,DON JULIO 1942,0.0,top_driver
STORY,2024-12-01,store,WAL-MART 4256 / AMES,-21.0,top_detractor
STORY,2024-12-01,store,"KUM & GO #1215 / AMES",-7.65,top_detractor
STORY,2024-12-01,store,"FAREWAY STORES #155 / HUXLEY",-1.5,top_detractor
STORY,2024-12-01,store,"CASEY'S #4315 - AMES",-1.2,top_detractor
STORY,2024-12-01,store,"KUM & GO #200 / AMES",-0.6900000000000004,top_detractor
STORY,2024-12-01,store,MMDG SPIRITS / AMES,-0.25,top_detractor
STORY,2024-12-01,store,"KUM & GO #1113 / AMES",-0.15,top_detractor
STORY,2024-12-01,store,CYCLONE LIQUORS,-0.05,top_detractor
STORY,2024-12-01,store,"HY-VEE  #2 (1018) / AMES",87.44999999999999,top_driver
STORY,2024-12-01,store,"KUM & GO #0217 -AMES",6.25,top_driver
STORY,2024-12-01,store,KWIK STOP LIQUOR & GROCERIES AMES,1.3,top_driver
STORY,2024-12-01,store,SUNDOWN LIQUOR AND GROCERIES / NEVADA,0.75,top_driver
STORY,2024-12-01,store,"HY-VEE FOOD STORE #1 (1013) / AMES",0.55,top_driver
STORY,2024-12-01,store,AJ'S LIQUOR II,0.5,top_driver
STORY,2024-12-01,store,"KWIK SPIRITS #530 / AMES",0.25,top_driver
STORY,2024-12-01,store,"KUM & GO #216  AMES",0.050000000000000044,top_driver
STORY,2024-12-01,store,"KWIK STAR #1158 / AMES",0.0,top_driver
STORY,2024-12-01,store,"CASEY'S GENERAL STORE #2301 / AMES",0.0,top_driver
TAMA,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,-13.1,top_driver
TAMA,2024-12-01,category,WHISKEY LIQUEUR,-1.5999999999999999,top_driver
TAMA,2024-12-01,store,TWIN TOWN LIQUOR,-35.95,top_driver
TAMA,2024-12-01,store,"CASEY'S GENERAL STORE # 1029/ TAMA",-1.1999999999999997,top_driver
TAYLOR,2024-12-01,category,AMERICAN SCHNAPPS,-0.05,top_driver
TAYLOR,2024-12-01,item,99 FRUITS MINI,-0.05,top_driver
TAYLOR,2024-12-01,store,"CASEY'S GENERAL STORE #2541 / BEDFORD",0.0,top_driver
UNION,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-36.0,top_driver
UNION,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.7,top_driver
UNION,2024-12-01,category,AMERICAN FLAVORED VODKA,0.7,top_driver
UNION,2024-12-01,category,MIXTO TEQUILA,0.5,top_driver
UNION,2024-12-01,category,AMERICAN VODKAS,0.25,top_driver
UNION,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO MINI,0.5,top_driver
UNION,2024-12-01,store,"CASEY'S GENERAL STORE #3852 / CRESTON",-1.2000000000000002,top_driver
UNION,2024-12-01,store,"CASEY'S GENERAL STORE #2626 / AFTON",-0.2,top_driver
UNION,2024-12-01,store,DISCOUNT LIQUOR TOBACCO & VAPE / CRESTON,0.0,top_driver
VAN BUREN,2024-12-01,category,CREAM LIQUEURS,-0.65,top_driver
VAN BUREN,2024-12-01,store,DOUDS KWIK STOP / DOUDS,0.05,top_driver
WAPELLO,2024-12-01,category,CANADIAN WHISKIES,262.3,top_driver
WAPELLO,2024-12-01,category,AMERICAN VODKAS,34.2,top_driver
WAPELLO,2024-12-01,category,FLAVORED RUM,-26.9,top_driver
WAPELLO,2024-12-01,category,SPICED RUM,-16.299999999999997,top_driver
WAPELLO,2024-12-01,category,AMERICAN SCHNAPPS,-1.57,top_driver
WAPELLO,2024-12-01,category,TENNESSEE WHISKIES,-1.2200000000000002,top_driver
WAPELLO,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.65,top_driver
WAPELLO,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.6,top_driver
WAPELLO,2024-12-01,category,IMPORTED FLAVORED VODKA,-0.44999999999999996,top_driver
WAPELLO,2024-12-01,item,CROWN ROYAL,262.13,top_driver
WAPELLO,2024-12-01,item,TITOS HANDMADE VODKA,34.88,top_driver
WAPELLO,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL MINI",-1.7999999999999998,top_driver
WAPELLO,2024-12-01,item,KINKY BLUE MINI,-0.6,top_driver
WAPELLO,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED MINI,-0.39999999999999997,top_driver
WAPELLO,2024-12-01,item,ARROW PEPPERMINT SCHNAPPS MINI,0.19999999999999998,top_driver
WAPELLO,2024-12-01,item,MALIBU COCONUT MINI,0.05,top_driver
WAPELLO,2024-12-01,item,99 APPLES MINI DISPLAY,0.0,top_driver
WAPELLO,2024-12-01,store,"FAREWAY STORES #648 / OTTUMWA",262.45,top_driver
WAPELLO,2024-12-01,store,MAD AVE QUIK SHOP,-73.5,top_driver
WAPELLO,2024-12-01,store,IOWA LIQUOR & TOBACCO,30.9,top_driver
WAPELLO,2024-12-01,store,"HY-VEE FOOD STORE #1 (1504) / OTTUMWA",28.450000000000003,top_driver
WAPELLO,2024-12-01,store,HY-VEE DRUGSTORE / OTTUMWA,-1.4200000000000002,top_driver
WAPELLO,2024-12-01,store,"CASEY'S GENERAL STORE #2208 / OTTUMWA",-1.15,top_driver
WAPELLO,2024-12-01,store,FINE LIQUOR & TOBACCO,-1.12,top_driver
WAPELLO,2024-12-01,store,"CASEY'S GENERAL STORE #0007 / OTTUMWA",0.5499999999999999,top_driver
WAPELLO,2024-12-01,store,"HY-VEE GAS #2 / OTTUMWA",0.0,top_driver
WARREN,2024-12-01,category,TENNESSEE WHISKIES,-199.15,top_driver
WARREN,2024-12-01,category,STRAIGHT BOURBON WHISKIES,-26.85,top_driver
WARREN,2024-12-01,category,AMERICAN VODKAS,14.649999999999999,top_driver
WARREN,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-0.75,top_driver
WARREN,2024-12-01,category,WHISKEY LIQUEUR,-0.6000000000000001,top_driver
WARREN,2024-12-01,category,CANADIAN WHISKIES,0.2,top_driver
WARREN,2024-12-01,category,BLENDED WHISKIES,0.0,top_driver
WARREN,2024-12-01,category,AMERICAN SCHNAPPS,0.0,top_driver
WARREN,2024-12-01,item,BLUE OX VODKA,-293.0,top_detractor
WARREN,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-0.6000000000000001,top_detractor
WARREN,2024-12-01,item,SMIRNOFF 80PRF MINI,0.44999999999999996,top_driver
WARREN,2024-12-01,item,JIM BEAM PEACH MINI,-0.44999999999999996,top_driver
WARREN,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL MINI",0.35,top_driver
WARREN,2024-12-01,item,CROWN ROYAL MINI,0.35,top_driver
WARREN,2024-12-01,item,TITOS HANDMADE VODKA MINI,0.25,top_driver
WARREN,2024-12-01,item,99 STRAWBERRIES MINI,-0.15000000000000002,top_driver
WARREN,2024-12-01,item,FIREBALL CINNAMON WHISKEY CANDY CANES,0.0,top_driver
WARREN,2024-12-01,item,FIREBALL CINNAMON WHISKEY 100ML CARRIER,0.0,top_driver
WARREN,2024-12-01,item,FIREBALL GIFT BOX,0.0,top_driver
WARREN,2024-12-01,item,HAWKEYE VODKA,0.0,top_driver
WARREN,2024-12-01,store,HY-VEE FOOD STORE (1271) / INDIANOLA,-79.65,top_driver
WARREN,2024-12-01,store,"KUM & GO #240 / NORTH AVE NORWALK",6.95,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #1428 / MILO",6.95,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #2568 / NORWALK",-1.55,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #2097 / INDIANOLA",0.9999999999999998,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #1623 / INDIANOLA",0.39999999999999997,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #14 / CARLISLE",-0.3999999999999999,top_driver
WARREN,2024-12-01,store,"CASEY'S GENERAL STORE #1908 / INDIANOLA",-0.09999999999999998,top_driver
WARREN,2024-12-01,store,"KUM & GO #1056/ BEVINGTON",-0.04999999999999999,top_driver
WARREN,2024-12-01,store,"KUM & GO #43 / NEW VIRGINIA",0.0,top_driver
WASHINGTON,2024-12-01,category,MIXTO TEQUILA,119.4,top_driver
WASHINGTON,2024-12-01,category,WHITE RUM,-46.13,top_driver
WASHINGTON,2024-12-01,category,AMERICAN FLAVORED VODKA,-0.75,top_driver
WASHINGTON,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-0.7,top_driver
WASHINGTON,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.0,top_driver
WASHINGTON,2024-12-01,item,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA MINI,0.0,top_driver
WASHINGTON,2024-12-01,item,EARLY TIMES BOTTLED IN BOND,0.0,top_driver
WASHINGTON,2024-12-01,store,WASHINGTON LIQUOR AND TOBACCO OUTLET / WASHINGTON,-14.35,top_driver
WASHINGTON,2024-12-01,store,LIQUOR+ MADISON / WASHINGTON,-1.13,top_driver
WASHINGTON,2024-12-01,store,WASHINGTON SPIRITS & TOBACCO / WASHINGTON,-0.05,top_driver
WASHINGTON,2024-12-01,store,WESTSIDE PETRO,0.0,top_driver
WAYNE,2024-12-01,category,MIXTO TEQUILA,-1.7200000000000002,top_driver
WAYNE,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,-0.05,top_driver
WAYNE,2024-12-01,item,OLE SMOKY BANANA PUDDING CREAM MOONSHINE MINI,-0.05,top_driver
WAYNE,2024-12-01,store,"CASEY'S GENERAL STORE #1125 / HUMEST",-0.15000000000000002,top_driver
WAYNE,2024-12-01,store,"CASEY'S #4294 / CORYDON",0.0,top_driver
WEBSTER,2024-12-01,category,FLAVORED RUM,47.25,top_driver
WEBSTER,2024-12-01,category,SPICED RUM,-42.0,top_driver
WEBSTER,2024-12-01,category,AMERICAN VODKAS,32.849999999999994,top_driver
WEBSTER,2024-12-01,category,WHISKEY LIQUEUR,-3.1499999999999995,top_driver
WEBSTER,2024-12-01,category,STRAIGHT BOURBON WHISKIES,-0.75,top_driver
WEBSTER,2024-12-01,category,IMPORTED FLAVORED VODKA,0.32000000000000006,top_driver
WEBSTER,2024-12-01,category,AMERICAN BRANDIES,-0.19999999999999998,top_driver
WEBSTER,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.0,top_driver
WEBSTER,2024-12-01,category,AMERICAN SCHNAPPS,0.0,top_driver
WEBSTER,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-2.4,top_driver
WEBSTER,2024-12-01,item,FIREBALL CINNAMON WHISKEY PARTY BUCKET,-0.2,top_driver
WEBSTER,2024-12-01,item,PAUL MASSON GRANDE AMBER BRANDY VS MINI,0.05,top_driver
WEBSTER,2024-12-01,item,JOSEPH MAGNUS CIGAR BLEND BOURBON,0.0,top_driver
WEBSTER,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED MINI,0.0,top_driver
WEBSTER,2024-12-01,store,HY-VEE FORT DODGE WINE AND SPIRITS,152.35000000000002,top_driver
WEBSTER,2024-12-01,store,KAREN'S SPIRITS AND WINE,-4.3,top_driver
WEBSTER,2024-12-01,store,STAR CONVENIENCE / FORT DODGE,1.8199999999999998,top_driver
WEBSTER,2024-12-01,store,"KWIK SPIRITS #1191 / FORT DODGE",0.75,top_driver
WEBSTER,2024-12-01,store,NEW STAR / FORT DODGE,-0.45,top_driver
WEBSTER,2024-12-01,store,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,-0.05,top_driver
WINNEBAGO,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.0,top_driver
WINNEBAGO,2024-12-01,store,"CASEY'S GENERAL STORE #1705 / LAKE M",0.07000000000000028,top_driver
WINNEBAGO,2024-12-01,store,OLD FIRE LIQUOR / BUFFALO CENTER,0.0,top_driver
WINNESHIEK,2024-12-01,category,WHISKEY LIQUEUR,-1.5,top_driver
WINNESHIEK,2024-12-01,category,MIXTO TEQUILA,0.95,top_driver
WINNESHIEK,2024-12-01,category,TENNESSEE WHISKIES,0.75,top_driver
WINNESHIEK,2024-12-01,category,CREAM LIQUEURS,0.5,top_driver
WINNESHIEK,2024-12-01,category,CANADIAN WHISKIES,-0.3700000000000001,top_driver
WINNESHIEK,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.0,top_driver
WINNESHIEK,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO,-35.0,top_driver
WINNESHIEK,2024-12-01,store,DECORAH MART / DECORAH,2.25,top_driver
WINNESHIEK,2024-12-01,store,"CASEY'S GENERAL STORE #2183/DECORAH",-1.5,top_driver
WINNESHIEK,2024-12-01,store,HUBER'S STORE / FORT ATKINSON,0.25,top_driver
WOODBURY,2024-12-01,category,AMERICAN VODKAS,-405.15,top_detractor
WOODBURY,2024-12-01,category,IRISH WHISKIES,-34.03,top_detractor
WOODBURY,2024-12-01,category,100% AGAVE TEQUILA,-29.049999999999997,top_detractor
WOODBURY,2024-12-01,category,MIXTO TEQUILA,-27.55,top_detractor
WOODBURY,2024-12-01,category,WHISKEY LIQUEUR,-19.72,top_detractor
WOODBURY,2024-12-01,category,AMERICAN SCHNAPPS,-19.1,top_detractor
WOODBURY,2024-12-01,category,IMPORTED DISTILLED SPIRITS SPECIALTY,-0.75,top_detractor
WOODBURY,2024-12-01,category,AMERICAN BRANDIES,-0.6,top_detractor
WOODBURY,2024-12-01,category,CANADIAN WHISKIES,152.32000000000002,top_driver
WOODBURY,2024-12-01,category,CREAM LIQUEURS,81.55,top_driver
WOODBURY,2024-12-01,category,FLAVORED RUM,64.5,top_driver
WOODBURY,2024-12-01,category,COCKTAILS/RTD,62.25,top_driver
WOODBURY,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,2.25,top_driver
WOODBURY,2024-12-01,category,STRAIGHT BOURBON WHISKIES,2.0,top_driver
WOODBURY,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.6000000000000001,top_driver
WOODBURY,2024-12-01,category,IMPORTED SCHNAPPS,0.5499999999999999,top_driver
WOODBURY,2024-12-01,category,AMERICAN DRY GINS,-0.5499999999999999,top_driver
WOODBURY,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
WOODBURY,2024-12-01,item,PATRON SILVER,-29.25,top_detractor
WOODBURY,2024-12-01,item,TITOS HANDMADE VODKA,-22.5,top_detractor
WOODBURY,2024-12-01,item,BLACK VELVET,-21.0,top_detractor
WOODBURY,2024-12-01,item,FIREBALL CINNAMON WHISKEY,-18.45,top_detractor
WOODBURY,2024-12-01,item,CROWN ROYAL,-8.0,top_detractor
WOODBURY,2024-12-01,item,FIREBALL CINNAMON WHISKEY 100ML CARRIER,-3.2,top_detractor
WOODBURY,2024-12-01,item,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,-0.8,top_detractor
WOODBURY,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO MINI,-0.5499999999999999,top_detractor
WOODBURY,2024-12-01,item,SEAGRAMS EXTRA DRY GIN MINI,-0.5499999999999999,top_detractor
WOODBURY,2024-12-01,item,NEW AMSTERDAM 80PRF MINI,-0.4,top_detractor
WOODBURY,2024-12-01,item,BLACK VELVET PEACH CANADIAN WHISKEY,66.5,top_driver
WOODBURY,2024-12-01,item,MALIBU COCONUT,36.0,top_driver
WOODBURY,2024-12-01,item,BUZZBALLZ BIGGIES TEQUILA RITA,26.25,top_driver
WOODBURY,2024-12-01,item,CROWN ROYAL PEACH,18.0,top_driver
WOODBURY,2024-12-01,item,HAWKEYE VODKA,6.25,top_driver
WOODBURY,2024-12-01,item,JIM BEAM MINI,0.5499999999999999,top_driver
WOODBURY,2024-12-01,item,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,0.5499999999999999,top_driver
WOODBURY,2024-12-01,item,RUMCHATA MINI,0.5,top_driver
WOODBURY,2024-12-01,item,SOUTHERN COMFORT MINI,0.45000000000000007,top_driver
WOODBURY,2024-12-01,item,FIREBALL CINNAMON WHISKEY PARTY BUCKET,0.15000000000000002,top_driver
WOODBURY,2024-12-01,store,"FAREWAY STORES #022 / SIOUX CITY",-388.5,top_detractor
WOODBURY,2024-12-01,store,SAM'S CLUB 6432 / SIOUX CITY,-111.0,top_detractor
WOODBURY,2024-12-01,store,SELECT MART    GORDON DR,-38.3,top_detractor
WOODBURY,2024-12-01,store,"HY-VEE FOOD STORE #4 / SIOUX CITY",-37.25,top_detractor
WOODBURY,2024-12-01,store,BEER ON FLOYD / SIOUX CITY,-36.199999999999996,top_detractor
WOODBURY,2024-12-01,store,HY-VEE FOOD STORE / SIOUX CITY,-26.95,top_detractor
WOODBURY,2024-12-01,store,"CASEY'S GENERAL STORE #3674 / SIOUX CITY",-18.95,top_detractor
WOODBURY,2024-12-01,store,"CASEY'S GENERAL STORE # 2889 / SIOUX CITY",-1.4900000000000002,top_detractor
WOODBURY,2024-12-01,store,CIRCLE S GORDON DRIVE,-1.2799999999999998,top_detractor
WOODBURY,2024-12-01,store,"CASEY'S GENERAL STORE # 2607/ SIOUX CITY",-0.7,top_detractor
WOODBURY,2024-12-01,store,"CHARLIE'S WINE AND SPIRITS,",134.67000000000002,top_driver
WOODBURY,2024-12-01,store,"HY-VEE FOOD STORE #3 / SIOUX CITY",63.949999999999996,top_driver
WOODBURY,2024-12-01,store,ONE STOP FOOD AND FUEL / SIOUX CITY,57.699999999999996,top_driver
WOODBURY,2024-12-01,store,"FAREWAY STORES #014 / SERGEANT BLUFF",41.7,top_driver
WOODBURY,2024-12-01,store,FLOYD FOOD AND FUEL / SIOUX CITY,19.15,top_driver
WOODBURY,2024-12-01,store,HELLO MART LLC / SIOUX CITY,12.2,top_driver
WOODBURY,2024-12-01,store,"CASEY'S GENERAL STORE #50 / MOVILLE",6.85,top_driver
WOODBURY,2024-12-01,store,"CASEY'S GENERAL STORE #2275 / SIOUX CITY",0.7000000000000001,top_driver
WOODBURY,2024-12-01,store,"KUM & GO #251 / SIOUX CITY",0.65,top_driver
WOODBURY,2024-12-01,store,"TOBACCO HUT #11 / SIOUX CITY",0.6499999999999999,top_driver
WORTH,2024-12-01,category,COCKTAILS/RTD,-0.6799999999999999,top_driver
WORTH,2024-12-01,category,AMERICAN SCHNAPPS,0.0,top_driver
WORTH,2024-12-01,store,"CASEY'S GENERAL STORE # 1876/MANLY",0.5200000000000001,top_driver
WORTH,2024-12-01,store,SHADE TREE LIQUORS,-0.09999999999999999,top_driver
WRIGHT,2024-12-01,category,WHISKEY LIQUEUR,2.4,top_driver
WRIGHT,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,2.4,top_driver
WRIGHT,2024-12-01,store,"CASEY'S GENERAL STORE # 2494/ EAGLE GROVE",1.9,top_driver
WRIGHT,2024-12-01,store,"CASEY'S #4504 / DOWS",0.35,top_driver
