account,sale_month,total_volume_liters,total_sales_dollars,total_bottles,active_locations,active_items,mom_volume_liters,mom_volume_pct,mom_sales_dollars,mom_sales_pct,yoy_volume_liters,yoy_volume_pct,roll3_volume_liters
SAC,2024-07-01,85.7,961.36,64.0,4,4,-20.849999999999994,-0.19568277803847953,-119.94999999999993,-0.1109302605173354,42.75000000000001,0.9953434225844008,64.7
MARSHALL,2024-07-01,70.32000000000001,1242.0,115.0,9,16,-71.58000000000003,-0.5044397463002115,-1867.8100000000004,-0.6006186873153023,-477.99999999999994,-0.8717537204552086,86.06333333333335
FAYETTE,2024-07-01,66.1,982.13,52.0,6,7,30.749999999999993,0.8698727015558696,2.8799999999999955,0.0029410262956344095,59.55,9.091603053435115,35.75
O'BRIEN,2024-07-01,65.97,683.19,47.0,5,10,27.52000000000001,0.7157347204161253,-363.78999999999996,-0.34746604519666086,-9.25,-0.12297261366657804,36.673333333333325
BREMER,2024-07-01,57.98999999999999,1207.01,82.0,8,17,21.939999999999984,0.6085991678224683,717.0999999999999,1.4637382376354837,56.539999999999985,38.993103448275846,164.1966666666667
POWESHIEK,2024-07-01,53.319999999999986,1584.77,78.0,10,14,40.59999999999999,3.1918238993710686,1131.12,2.493375950622726,18.429999999999986,0.5282315849813696,33.169999999999995
JEFFERSON,2024-07-01,53.1,1610.7,42.0,2,2,49.6,14.171428571428573,1366.8400000000001,5.605019273353564,52.050000000000004,49.57142857142858,19.133333333333333
WEBSTER,2024-07-01,51.519999999999996,1460.4299999999998,91.0,9,13,-16.429999999999993,-0.24179543782192783,-1081.7000000000007,-0.4255093169900833,-11.829999999999998,-0.1867403314917127,198.82000000000002
WARREN,2024-07-01,50.49999999999998,2511.9600000000005,241.0,13,20,40.81999999999998,4.216942148760329,1027.3800000000003,0.6920341106575598,-87.64000000000004,-0.6344288403069352,48.376666666666644
PALO ALTO,2024-07-01,44.599999999999994,604.77,62.0,4,4,41.39999999999999,12.937499999999996,312.41999999999996,1.0686505900461774,41.349999999999994,12.72307692307692,26.48333333333333
MADISON,2024-07-01,40.44,919.64,71.0,4,8,36.62,9.586387434554974,724.66,3.7165863165452864,37.39,12.259016393442623,15.726666666666667
DES MOINES,2024-07-01,39.720000000000006,1886.56,211.0,12,20,-5.59999999999998,-0.1235657546337154,742.24,0.6486297539149889,-18.329999999999984,-0.31576227390180855,33.57
SIOUX,2024-07-01,37.14999999999999,761.93,40.0,5,5,-35.900000000000006,-0.4914442162902123,-220.6500000000001,-0.2245618677359605,-44.3,-0.5438919582565992,39.36666666666667
WASHINGTON,2024-07-01,37.1,1038.48,46.0,8,13,-1096.7,-0.967278179573117,-7828.540000000001,-0.8828828625626197,-90.15,-0.7084479371316307,404.21666666666664
APPANOOSE,2024-07-01,34.55,553.86,61.0,3,4,34.4,229.3333333333333,321.65999999999997,1.3852713178294571,33.75,42.1875,22.666666666666668
UNION,2024-07-01,33.05,413.7,21.0,2,4,32.25,40.3125,364.41999999999996,7.394886363636362,32.75,109.16666666666667,12.733333333333333
CLARKE,2024-07-01,31.05,1405.07,98.0,4,6,27.28,7.23607427055703,1158.29,4.693613745036064,-2.900000000000002,-0.08541973490427104,33.70666666666666
MONONA,2024-07-01,25.970000000000002,343.56,116.0,6,9,22.070000000000004,5.65897435897436,169.46,0.973348650201034,20.57,3.809259259259259,11.290000000000001
HENRY,2024-07-01,23.60000000000001,950.38,160.0,7,7,-10.519999999999989,-0.30832356389214505,647.26,2.135325943520718,23.000000000000007,38.33333333333335,25.013333333333335
BENTON,2024-07-01,13.05,276.19,16.0,6,13,5.450000000000001,0.7171052631578949,26.400000000000006,0.10568877857400219,4.780000000000001,0.5779927448609433,21.71666666666667
MARION,2024-07-01,10.299999999999999,659.14,43.0,6,8,-102.9,-0.9090106007067138,-867.2900000000003,-0.5681819670734984,-58.249999999999986,-0.849744711889132,42.6
BUCHANAN,2024-07-01,9.25,306.41,15.0,4,10,-41.949999999999996,-0.8193359375,-877.9399999999998,-0.7412842487440368,7.2,3.51219512195122,20.166666666666664
